Job_ID,Job_Title,Company,Company_Type,Industry,City,Location_Tier,Experience_Level,Job_Type,Work_Mode,Salary_LPA,Skills_Required,Education_Required,Openings,Applicants,Company_Rating,Date_Posted
IND2026411,Data Scientist,InMobi,Startup,Information Technology,Bangalore,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,10.4,"Statistics, Tableau, Python, TensorFlow, Scikit-learn, Deep Learning",B.Tech/B.E.,3,100,4.2,2024-07-04
IND2026414,Business Analyst,Meesho,Indian Unicorn,E-Commerce,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,7.3,"Power BI, Requirements Gathering, Agile, SQL, Excel, JIRA",MCA,2,230,3.8,2025-09-25
IND2026416,Data Scientist,Fi Money,Startup,Information Technology,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,17.6,"Scikit-learn, TensorFlow, Python, Machine Learning, Tableau, Statistics",MCA,1,90,3.3,2026-04-28
IND2026426,Data Analyst,Infosys,MNC,Banking & Finance,Remote,Remote,Fresher (0-1 yr),Part-Time,Remote,3.7,"Statistics, Python, SQL, Data Visualization, Tableau, Power BI",PhD,3,150,4.1,2024-11-11
IND2026429,Data Scientist,BEL,PSU/Govt,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,Hybrid,15.5,"SQL, Machine Learning, Pandas, Python, NLP, Deep Learning",B.Tech/B.E.,10,1086,3.5,2024-12-08
IND2026448,Data Engineer,Byju's,Indian Unicorn,Information Technology,Nagpur,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,58.3,"dbt, ETL, Kafka, SQL, Python",M.Tech/M.E.,1,72,4.0,2025-10-06
IND2026458,Data Analyst,Amazon,MNC,Information Technology,Bangalore,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,28.8,"Excel, Tableau, Power BI, Data Visualization, Statistics",BCA,5,576,3.5,2025-07-20
IND2026462,Data Engineer,Groww,Startup,Logistics,Remote,Remote,Junior (1-3 yrs),Internship,On-Site,1.8,"dbt, Kafka, AWS, Spark, SQL",BCA,1,115,3.1,2025-04-21
IND2026464,Business Analyst,BrowserStack,Startup,Manufacturing,Chandigarh,Tier 2,Senior (6-10 yrs),Contract,On-Site,54.4,"Power BI, Agile, Excel",B.Tech/B.E.,1,66,2.9,2024-12-21
IND2026467,Data Analyst,Capgemini,MNC,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,9.2,"Data Visualization, Tableau, Power BI, Statistics, Excel",B.Sc (CS/IT),1,95,3.6,2025-04-02
IND2026473,Data Engineer,HCL Technologies,MNC,Gaming,Chennai,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,17.2,"Python, Kafka, Airflow, SQL",MCA,10,1135,3.5,2025-09-06
IND2026479,Data Scientist,TCS,MNC,Banking & Finance,Remote,Remote,Lead (10+ yrs),Full-Time,Remote,63.1,"Scikit-learn, Machine Learning, Tableau, Python, SQL, TensorFlow",B.Tech/B.E.,10,1068,3.7,2024-10-14
IND2026488,Data Scientist,TCS,MNC,Information Technology,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,10.8,"SQL, Deep Learning, Pandas",MCA,2,134,3.6,2025-04-01
IND2026489,Business Analyst,Hasura,Startup,Information Technology,Remote,Remote,Fresher (0-1 yr),Contract,Hybrid,5.7,"SQL, Power BI, Excel",M.Tech/M.E.,3,278,3.4,2025-07-21
IND2026491,Data Engineer,Freshworks,Indian Unicorn,E-Commerce,Coimbatore,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,6.9,"Kafka, Airflow, dbt, Python",BCA,3,269,3.8,2025-03-02
IND2026499,Data Scientist,Ola,Indian Unicorn,Consulting,Chennai,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,64.9,"Pandas, Machine Learning, Deep Learning",B.Com + Certification,1,102,4.1,2025-02-03
IND2026503,Data Analyst,Lenskart,Startup,FinTech,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,19.3,"Statistics, Power BI, Excel",B.Tech/B.E.,1,79,3.8,2026-03-19
IND2026509,Data Scientist,PhonePe,Indian Unicorn,Media & Entertainment,Bangalore,Tier 1,Senior (6-10 yrs),Contract,Hybrid,60.8,"Statistics, TensorFlow, NLP, Scikit-learn, Python",MBA,3,255,3.5,2026-02-22
IND2026511,Data Analyst,BrowserStack,Startup,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,12.3,"Power BI, SQL, Data Visualization",M.Tech/M.E.,1,95,4.0,2024-11-05
IND2026512,Business Analyst,Byju's,Indian Unicorn,Information Technology,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,31.7,"Agile, SQL, JIRA",B.Com + Certification,1,114,4.1,2024-09-20
IND2026521,Business Analyst,CRED,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,16.0,"SQL, JIRA, Agile",M.Tech/M.E.,1,53,3.5,2025-03-26
IND2026524,Data Engineer,Tech Mahindra,MNC,Media & Entertainment,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,32.2,"dbt, Airflow, ETL",B.Tech/B.E.,3,324,4.2,2024-07-15
IND2026529,Data Analyst,Tech Mahindra,MNC,Government/PSU,Bangalore,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,5.2,"Power BI, SQL, Data Visualization",PhD,3,188,3.5,2024-08-27
IND2026531,Data Analyst,Tech Mahindra,MNC,Information Technology,Remote,Remote,Senior (6-10 yrs),Full-Time,On-Site,33.9,"Power BI, Statistics, Tableau, Data Visualization, SQL, Excel",MCA,1,60,4.3,2025-03-02
IND2026541,Data Engineer,Oracle,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,14.7,"dbt, AWS, SQL",B.Tech/B.E.,3,347,3.6,2025-12-23
IND2026550,Business Analyst,Khatabook,Startup,Information Technology,Delhi,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,49.9,"Power BI, Agile, Requirements Gathering",BCA,1,73,4.0,2025-10-04
IND2026555,Data Analyst,Swiggy,Indian Unicorn,Information Technology,Chennai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,20.8,"Python, Tableau, Excel, Data Visualization",BCA,1,85,4.0,2024-09-22
IND2026556,Business Analyst,Microsoft,MNC,EdTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,10.1,"Requirements Gathering, Excel, SQL",B.Tech/B.E.,3,332,3.8,2024-08-05
IND2026560,Data Scientist,Darwinbox,Startup,E-Commerce,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,12.2,"TensorFlow, Python, Statistics, SQL, NLP, Machine Learning",B.Tech/B.E.,1,65,4.3,2025-06-18
IND2026565,Business Analyst,HCL Technologies,MNC,Information Technology,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,31.5,"SQL, Agile, Requirements Gathering, JIRA, Excel, Power BI",MCA,3,340,3.6,2024-11-30
IND2026567,Data Engineer,Tech Mahindra,MNC,FinTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,7.6,"Spark, Airflow, Python",B.Sc (CS/IT),3,340,3.6,2025-12-15
IND2026568,Business Analyst,Flipkart,Indian Unicorn,Information Technology,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,47.4,"Requirements Gathering, Agile, JIRA, SQL",MCA,10,584,3.7,2024-06-08
IND2026585,Data Analyst,Capgemini,MNC,Information Technology,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,15.0,"Power BI, Data Visualization, Python",M.Tech/M.E.,2,207,3.8,2025-12-26
IND2026598,Data Analyst,Lenskart,Startup,FinTech,Lucknow,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,30.6,"Power BI, Python, Statistics, SQL, Data Visualization",M.Tech/M.E.,1,109,3.5,2024-07-30
IND2026605,Data Analyst,Infosys,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,Hybrid,18.0,"Statistics, Power BI, Python",PhD,1,83,4.0,2025-08-20
IND2026606,Data Analyst,Zerodha,Startup,Information Technology,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,15.8,"Data Visualization, Power BI, Tableau, Excel, Python",B.Com + Certification,2,95,4.2,2026-04-17
IND2026609,Data Analyst,Groww,Startup,Information Technology,Jaipur,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,21.1,"Tableau, Data Visualization, SQL",MBA,3,209,3.9,2025-04-23
IND2026610,Business Analyst,Meesho,Indian Unicorn,Government/PSU,Hyderabad,Tier 1,Junior (1-3 yrs),Contract,On-Site,15.3,"Power BI, Excel, SQL, Requirements Gathering",B.Tech/B.E.,2,181,3.7,2026-04-10
IND2026611,Data Analyst,NTPC,PSU/Govt,E-Commerce,Pune,Tier 1,Mid (3-6 yrs),Internship,On-Site,1.5,"Tableau, SQL, Power BI, Excel, Statistics",B.Tech/B.E.,1,99,4.1,2026-04-17
IND2026612,Data Engineer,Postman,Startup,Government/PSU,Pune,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,39.1,"dbt, SQL, Airflow, Kafka, Spark, AWS",B.Tech/B.E.,2,100,4.3,2025-10-06
IND2026615,Data Analyst,Cognizant,MNC,Consulting,Pune,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,19.2,"Power BI, Statistics, Excel",B.Sc (CS/IT),1,103,3.2,2025-02-16
IND2026626,Data Scientist,Wipro,MNC,Consulting,Ahmedabad,Tier 2,Senior (6-10 yrs),Contract,On-Site,33.4,"Tableau, Pandas, Python, NLP, Deep Learning, Machine Learning",B.Tech/B.E.,3,195,3.2,2025-10-03
IND2026629,Data Analyst,Infosys,MNC,HealthTech,Delhi,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,17.5,"Python, Tableau, Statistics",M.Tech/M.E.,5,267,3.1,2025-04-06
IND2026630,Data Engineer,Darwinbox,Startup,FinTech,Nagpur,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,6.5,"Spark, Airflow, ETL, AWS",M.Tech/M.E.,10,966,3.8,2025-08-16
IND2026640,Data Scientist,Capgemini,MNC,Banking & Finance,Chennai,Tier 1,Fresher (0-1 yr),Internship,On-Site,1.4,"NLP, SQL, TensorFlow, Pandas",B.Tech/B.E.,10,395,3.8,2025-06-24
IND2026668,Data Scientist,Setu,Startup,Information Technology,Remote,Remote,Lead (10+ yrs),Full-Time,Hybrid,59.4,"Python, Statistics, Machine Learning, Tableau, TensorFlow",B.Tech/B.E.,2,187,4.0,2025-11-05
IND2026674,Data Scientist,Capgemini,MNC,Information Technology,Hyderabad,Tier 1,Mid (3-6 yrs),Internship,Hybrid,2.0,"Scikit-learn, TensorFlow, NLP, Tableau",B.Sc (CS/IT),10,968,3.3,2025-12-24
IND2026678,Business Analyst,NTPC,PSU/Govt,FinTech,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,6.1,"Requirements Gathering, Excel, Power BI",B.Tech/B.E.,1,33,4.2,2024-07-30
IND2026684,Data Engineer,Nykaa,Indian Unicorn,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,19.6,"Python, Kafka, dbt, ETL, SQL",MBA,5,543,3.4,2026-04-19
IND2026687,Business Analyst,Wipro,MNC,Manufacturing,Chandigarh,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,17.8,"Requirements Gathering, Excel, SQL, Power BI",MBA,10,1192,3.9,2025-01-22
IND2026697,Data Analyst,ONGC,PSU/Govt,Banking & Finance,Mumbai,Tier 1,Lead (10+ yrs),Full-Time,On-Site,21.3,"Python, Power BI, Data Visualization",B.Sc (CS/IT),2,156,3.0,2026-02-25
IND2026711,Data Scientist,Meesho,Indian Unicorn,FinTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,11.1,"NLP, Machine Learning, SQL, Scikit-learn",MCA,5,489,3.1,2024-12-03
IND2026721,Business Analyst,Ola,Indian Unicorn,E-Commerce,Mumbai,Tier 1,Senior (6-10 yrs),Contract,Hybrid,36.2,"Power BI, Requirements Gathering, Excel, SQL, Agile",BCA,1,47,3.5,2025-09-22
IND2026733,Business Analyst,Microsoft,MNC,FinTech,Pune,Tier 1,Lead (10+ yrs),Contract,On-Site,53.3,"Power BI, Agile, SQL",M.Tech/M.E.,3,316,3.9,2025-10-15
IND2026739,Data Analyst,Cognizant,MNC,HealthTech,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,4.9,"SQL, Data Visualization, Power BI, Excel, Statistics",B.Tech/B.E.,3,269,4.0,2024-08-20
IND2026749,Data Analyst,Accenture,MNC,FinTech,Mumbai,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,27.4,"Data Visualization, Excel, SQL, Tableau, Power BI, Python",B.Sc (CS/IT),2,235,4.0,2024-12-26
IND2026752,Business Analyst,Byju's,Indian Unicorn,Information Technology,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,5.3,"Power BI, Excel, Agile",B.Tech/B.E.,1,68,2.8,2024-07-15
IND2026754,Business Analyst,Tech Mahindra,MNC,E-Commerce,Hyderabad,Tier 1,Mid (3-6 yrs),Internship,Hybrid,1.3,"Excel, SQL, JIRA, Requirements Gathering, Agile",M.Tech/M.E.,3,239,3.5,2024-12-08
IND2026763,Data Analyst,Tech Mahindra,MNC,Government/PSU,Remote,Remote,Senior (6-10 yrs),Full-Time,Hybrid,32.3,"Statistics, Excel, Data Visualization, Tableau, Power BI, SQL",MBA,1,59,3.1,2025-03-13
IND2026769,Data Analyst,Google,MNC,Information Technology,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,17.2,"Python, Excel, Statistics, SQL",B.Tech/B.E.,5,335,3.5,2026-03-07
IND2026771,Business Analyst,Cisco,MNC,Information Technology,Ahmedabad,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,20.3,"Power BI, JIRA, SQL",MCA,1,95,3.3,2025-04-20
IND2026785,Data Engineer,Microsoft,MNC,FinTech,Remote,Remote,Mid (3-6 yrs),Internship,Remote,1.2,"Kafka, Airflow, AWS, Spark, Python",B.Tech/B.E.,1,91,3.8,2026-04-23
IND2026788,Data Analyst,Infosys,MNC,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,On-Site,7.3,"SQL, Statistics, Power BI",MBA,2,222,3.2,2025-10-20
IND2026800,Data Analyst,NTPC,PSU/Govt,FinTech,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,13.9,"Python, SQL, Data Visualization, Excel, Tableau",B.Tech/B.E.,10,948,3.4,2024-12-09
IND2026803,Data Analyst,Amazon,MNC,Media & Entertainment,Remote,Remote,Junior (1-3 yrs),Contract,Remote,8.8,"Tableau, SQL, Data Visualization, Python, Excel, Statistics",B.Tech/B.E.,5,480,4.0,2025-04-15
IND2026809,Data Scientist,MakeMyTrip,Indian Unicorn,EdTech,Remote,Remote,Mid (3-6 yrs),Full-Time,Hybrid,22.2,"Tableau, TensorFlow, Scikit-learn, SQL, Machine Learning",MCA,2,161,4.3,2025-09-11
IND2026816,Data Engineer,Paytm,Indian Unicorn,Manufacturing,Lucknow,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,6.7,"ETL, Python, Spark",B.Tech/B.E.,1,81,3.7,2025-11-13
IND2026817,Data Engineer,Byju's,Indian Unicorn,EdTech,Jaipur,Tier 2,Fresher (0-1 yr),Full-Time,Hybrid,8.1,"Airflow, AWS, Spark",B.Sc (CS/IT),1,97,4.0,2024-06-22
IND2026821,Business Analyst,Ola,Indian Unicorn,E-Commerce,Hyderabad,Tier 1,Mid (3-6 yrs),Internship,On-Site,2.8,"Power BI, SQL, JIRA, Excel, Requirements Gathering",B.Tech/B.E.,10,1084,3.0,2025-07-25
IND2026824,Business Analyst,Khatabook,Startup,Information Technology,Remote,Remote,Lead (10+ yrs),Internship,Remote,2.6,"Agile, Power BI, Excel, SQL, Requirements Gathering, JIRA",B.Tech/B.E.,3,315,4.0,2025-05-23
IND2026852,Data Engineer,Razorpay,Indian Unicorn,Retail,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,15.1,"SQL, Kafka, Python",BCA,3,343,3.3,2025-03-31
IND2026867,Data Analyst,Flipkart,Indian Unicorn,E-Commerce,Pune,Tier 1,Lead (10+ yrs),Contract,On-Site,59.1,"Excel, SQL, Tableau, Power BI, Statistics",B.Tech/B.E.,3,270,3.8,2025-03-22
IND2026869,Data Scientist,Dream11,Indian Unicorn,Information Technology,Hyderabad,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,59.4,"TensorFlow, Statistics, Python",B.Sc (CS/IT),1,101,4.3,2024-12-16
IND2026872,Data Analyst,Accenture,MNC,HealthTech,Remote,Remote,Lead (10+ yrs),Full-Time,Remote,54.9,"Statistics, Data Visualization, Python, Tableau, Power BI",B.Tech/B.E.,1,98,4.2,2025-02-12
IND2026875,Data Analyst,Hasura,Startup,Information Technology,Bhubaneswar,Tier 2,Junior (1-3 yrs),Internship,Hybrid,2.3,"Excel, SQL, Data Visualization, Statistics, Python, Tableau",B.Tech/B.E.,1,74,4.1,2026-03-12
IND2026886,Data Scientist,Nykaa,Indian Unicorn,Banking & Finance,Hyderabad,Tier 1,Junior (1-3 yrs),Part-Time,On-Site,10.0,"Deep Learning, Pandas, TensorFlow, Statistics, Machine Learning, Tableau",M.Tech/M.E.,1,54,4.0,2025-07-29
IND2026898,Data Scientist,Freshworks,Indian Unicorn,Consulting,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,13.9,"Deep Learning, Statistics, Python, Tableau, Pandas, SQL",MBA,10,282,3.6,2024-11-11
IND2026915,Business Analyst,Cognizant,MNC,Media & Entertainment,Remote,Remote,Junior (1-3 yrs),Internship,Hybrid,1.5,"JIRA, Power BI, SQL, Agile",BCA,2,162,4.0,2025-10-29
IND2026925,Data Scientist,Amazon,MNC,Information Technology,Bangalore,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,8.8,"SQL, Scikit-learn, Python, Deep Learning",B.Tech/B.E.,5,287,4.3,2025-02-16
IND2026936,Data Analyst,Infosys,MNC,EdTech,Pune,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,4.6,"Excel, Statistics, Python, Power BI, SQL",B.Tech/B.E.,3,286,3.8,2024-12-24
IND2026939,Data Analyst,Oracle,MNC,Information Technology,Jaipur,Tier 2,Fresher (0-1 yr),Internship,On-Site,2.6,"Tableau, Statistics, Data Visualization, SQL",BCA,1,95,3.3,2026-04-25
IND2026950,Data Analyst,ONGC,PSU/Govt,E-Commerce,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,9.3,"Data Visualization, Excel, Python, Tableau",MBA,3,262,4.2,2025-10-15
IND2026952,Data Analyst,Cisco,MNC,Media & Entertainment,Coimbatore,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,10.1,"SQL, Data Visualization, Excel, Python, Power BI, Tableau",B.Tech/B.E.,20,1148,3.4,2025-07-31
IND2026957,Data Analyst,Khatabook,Startup,Information Technology,Pune,Tier 1,Fresher (0-1 yr),Contract,On-Site,5.6,"Power BI, Python, Excel, Tableau",B.Tech/B.E.,5,594,3.3,2025-04-08
IND2026964,Data Analyst,Paytm,Indian Unicorn,Media & Entertainment,Delhi,Tier 1,Junior (1-3 yrs),Contract,On-Site,12.9,"Statistics, Tableau, SQL, Power BI",B.Tech/B.E.,1,115,4.0,2026-04-04
IND2026965,Data Scientist,Groww,Startup,Manufacturing,Nagpur,Tier 2,Senior (6-10 yrs),Full-Time,On-Site,47.5,"Pandas, Deep Learning, NLP, Scikit-learn, Statistics",MCA,1,112,4.2,2025-07-10
IND2026966,Business Analyst,Byju's,Indian Unicorn,EdTech,Pune,Tier 1,Lead (10+ yrs),Contract,Hybrid,59.9,"Agile, Power BI, Requirements Gathering, JIRA, Excel",B.Tech/B.E.,1,116,3.9,2025-11-10
IND2026973,Data Analyst,Deloitte,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,18.0,"Statistics, Power BI, Tableau, Data Visualization",M.Tech/M.E.,5,525,3.4,2025-02-05
IND2026974,Data Engineer,NTPC,PSU/Govt,E-Commerce,Bangalore,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,10.4,"Spark, ETL, Python, Kafka",M.Tech/M.E.,1,99,3.9,2025-03-28
IND2026977,Data Analyst,Oracle,MNC,EdTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,9.3,"Power BI, Statistics, Excel, SQL, Data Visualization",M.Tech/M.E.,2,159,3.2,2024-09-11
IND2026984,Data Scientist,Zerodha,Startup,E-Commerce,Mumbai,Tier 1,Lead (10+ yrs),Contract,On-Site,60.3,"Deep Learning, Pandas, Scikit-learn, Python",MCA,10,699,4.1,2025-02-10
IND2026991,Data Analyst,MakeMyTrip,Indian Unicorn,Information Technology,Chennai,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,10.5,"Excel, SQL, Python, Data Visualization",B.Tech/B.E.,2,112,3.9,2025-06-06
IND2026995,Data Scientist,IBM,MNC,Banking & Finance,Hyderabad,Tier 1,Senior (6-10 yrs),Internship,Hybrid,2.4,"Scikit-learn, Python, TensorFlow, Statistics",MCA,1,66,4.0,2026-03-15
IND2027012,Data Engineer,Setu,Startup,Information Technology,Bangalore,Tier 1,Mid (3-6 yrs),Internship,On-Site,0.9,"dbt, SQL, AWS, Kafka, Spark",BCA,5,568,3.8,2024-11-13
IND2027017,Data Scientist,Meesho,Indian Unicorn,E-Commerce,Mumbai,Tier 1,Senior (6-10 yrs),Part-Time,On-Site,66.8,"Deep Learning, Tableau, Machine Learning",B.Com + Certification,2,208,3.3,2026-01-20
IND2027018,Data Engineer,Urban Company,Startup,Information Technology,Chandigarh,Tier 2,Fresher (0-1 yr),Contract,Hybrid,4.4,"Kafka, dbt, ETL, Python, Airflow, AWS",BCA,5,399,4.1,2024-12-17
IND2027029,Data Engineer,Zomato,Indian Unicorn,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,25.9,"dbt, AWS, Spark",M.Tech/M.E.,3,112,3.0,2025-05-09
IND2027031,Business Analyst,Infosys,MNC,Information Technology,Kochi,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,9.9,"Power BI, Requirements Gathering, SQL, Excel, Agile, JIRA",MCA,1,108,3.1,2025-05-10
IND2027034,Data Scientist,Oracle,MNC,FinTech,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,22.1,"NLP, SQL, TensorFlow",BCA,1,68,4.2,2024-06-17
IND2027036,Data Scientist,Microsoft,MNC,Banking & Finance,Remote,Remote,Lead (10+ yrs),Part-Time,Remote,53.6,"Machine Learning, Pandas, Statistics",B.Tech/B.E.,5,174,4.1,2025-07-12
IND2027046,Data Engineer,Swiggy,Indian Unicorn,EdTech,Nagpur,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,5.8,"AWS, ETL, Spark, dbt, Kafka, Python",M.Tech/M.E.,2,188,4.2,2024-10-15
IND2027050,Data Analyst,Byju's,Indian Unicorn,E-Commerce,Kochi,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,23.6,"Python, Data Visualization, Statistics",M.Tech/M.E.,1,80,4.2,2025-08-19
IND2027066,Business Analyst,Cognizant,MNC,Information Technology,Pune,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,4.5,"SQL, Agile, Power BI, Excel, JIRA",MCA,2,237,3.6,2025-09-28
IND2027067,Data Engineer,HCL Technologies,MNC,E-Commerce,Indore,Tier 2,Senior (6-10 yrs),Full-Time,On-Site,29.4,"Airflow, Python, AWS, Spark, SQL, Kafka",B.Tech/B.E.,3,185,3.4,2024-11-29
IND2027070,Business Analyst,Capgemini,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,20.0,"Requirements Gathering, Agile, JIRA, Excel",M.Tech/M.E.,5,535,3.5,2024-12-16
IND2027083,Data Scientist,Accenture,MNC,FinTech,Nagpur,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,47.3,"Scikit-learn, NLP, Statistics, Tableau",BCA,15,449,3.7,2026-02-25
IND2027085,Business Analyst,Cognizant,MNC,Banking & Finance,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,32.4,"Excel, Requirements Gathering, SQL",B.Tech/B.E.,1,112,3.7,2025-10-04
IND2027094,Data Engineer,Oracle,MNC,FinTech,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,16.4,"Spark, AWS, Airflow, Python, dbt, SQL",MCA,2,45,3.9,2024-08-15
IND2027107,Data Engineer,Swiggy,Indian Unicorn,Banking & Finance,Remote,Remote,Junior (1-3 yrs),Part-Time,Remote,15.6,"dbt, Airflow, Kafka",M.Tech/M.E.,5,267,3.7,2025-12-06
IND2027108,Business Analyst,Darwinbox,Startup,HealthTech,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,18.7,"SQL, JIRA, Power BI, Excel",B.Tech/B.E.,10,922,3.8,2026-04-16
IND2027111,Business Analyst,Accenture,MNC,HealthTech,Remote,Remote,Lead (10+ yrs),Full-Time,On-Site,48.5,"Agile, JIRA, Requirements Gathering",M.Tech/M.E.,2,224,3.7,2026-03-20
IND2027118,Data Analyst,Accenture,MNC,Banking & Finance,Remote,Remote,Junior (1-3 yrs),Full-Time,On-Site,7.5,"Power BI, SQL, Statistics, Python, Tableau, Excel",BCA,1,113,4.0,2025-07-21
IND2027128,Data Analyst,HCL Technologies,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,21.5,"Statistics, Data Visualization, Power BI",B.Tech/B.E.,5,534,4.0,2025-03-25
IND2027138,Business Analyst,Freshworks,Indian Unicorn,Information Technology,Lucknow,Tier 2,Junior (1-3 yrs),Internship,On-Site,2.4,"Requirements Gathering, Agile, Power BI",B.Com + Certification,1,109,3.2,2025-12-20
IND2027142,Data Engineer,Zoho,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,On-Site,13.8,"Kafka, Spark, SQL, Python, Airflow, ETL",BCA,1,52,3.4,2024-08-13
IND2027147,Data Engineer,Microsoft,MNC,Information Technology,Pune,Tier 1,Junior (1-3 yrs),Internship,On-Site,2.4,"ETL, Python, AWS, Kafka",B.Tech/B.E.,1,110,3.5,2025-07-11
IND2027148,Data Scientist,Khatabook,Startup,HealthTech,Remote,Remote,Junior (1-3 yrs),Full-Time,On-Site,13.1,"Statistics, TensorFlow, SQL, Pandas",M.Tech/M.E.,5,140,3.8,2024-10-06
IND2027163,Data Analyst,Amazon,MNC,Manufacturing,Kochi,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,21.0,"Data Visualization, Python, Tableau, Power BI",MCA,1,111,4.2,2026-01-10
IND2027165,Data Engineer,Postman,Startup,FinTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,15.0,"Airflow, ETL, SQL, Python, Kafka, AWS",B.Tech/B.E.,5,374,3.9,2025-03-08
IND2027171,Data Engineer,HCL Technologies,MNC,EdTech,Kochi,Tier 2,Fresher (0-1 yr),Contract,Hybrid,4.1,"ETL, Airflow, SQL, Kafka",MCA,2,183,2.9,2026-04-20
IND2027175,Data Analyst,Dream11,Indian Unicorn,HealthTech,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,28.7,"Excel, Data Visualization, Power BI",B.Tech/B.E.,1,60,4.1,2026-01-15
IND2027183,Data Scientist,Infosys,MNC,EdTech,Lucknow,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,19.4,"Statistics, Deep Learning, Python, SQL",B.Sc (CS/IT),2,179,3.1,2025-08-07
IND2027189,Data Analyst,Accenture,MNC,HealthTech,Coimbatore,Tier 2,Fresher (0-1 yr),Part-Time,Hybrid,5.4,"Data Visualization, Tableau, Statistics, Python, Excel",B.Tech/B.E.,5,327,3.8,2024-07-21
